"ListingDate","SalesDate","ListPrice","SaleDollarCnt","ZestimateDollarCnt","BedroomCnt","BathroomCnt","FinishedSquareFeet","YearBuilt","MajorRemodelYear","StoryCnt","RoomTotalCnt","SFR","Latitude","Longitude","PageViews"
"2015-03-17",NA,3125000,NA,NA,21,17.5,12580,2011,2010,3,NA,1,47582845,-122374060,208
"2015-04-04",NA,749000,NA,NA,3,2,1790,1942,NA,1,NA,1,47647949,-122371811,407
"2015-03-27",NA,895000,NA,NA,6,2.5,3550,1925,NA,2,NA,1,47571872,-122284059,384
"2015-03-06",NA,779888,NA,NA,4,1,2220,1927,NA,2,NA,1,47685401,-122308135,622
"2015-03-12",NA,525000,NA,NA,3,2,2540,1905,2006,2,NA,1,47526150,-122265660,424
"2015-01-02","2015-01-30",384900,418500,348221,2,1,790,1943,NA,1,NA,1,47697289,-122360332,458
"2015-04-03",NA,NA,NA,NA,2,2.5,1185,1982,1982,5,NA,1,47635917,-122345558,159
"2015-04-03",NA,1795000,NA,NA,5,2.25,2500,1909,NA,2,NA,1,47620385,-122286260,1095
"2015-02-26",NA,494950,NA,398535,4,2,2120,1979,NA,1,NA,1,47731567,-122343109,195
"2015-03-06",NA,779888,NA,NA,4,1,2220,1927,NA,2,NA,1,47684942,-122308006,482
"2015-01-15","2015-02-20",1595000,1600000,1565642,4,4,3560,2005,NA,2,NA,1,47634181,-122282257,379
"2015-01-02","2015-02-06",245000,245000,229233,2,1,843,1989,1995,5,NA,1,47693940,-122355747,368
"2015-04-03",NA,440000,NA,NA,3,2,1160,1947,NA,1,NA,1,47685268,-122293025,157
"2015-03-27",NA,299950,NA,NA,2,1.5,1270,2006,NA,2,NA,1,47558125,-122363203,181
"2015-02-25",NA,599950,NA,588949,3,3,2040,2004,NA,2,NA,1,47543240,-122393190,400
"2015-01-23","2015-02-27",2595000,2795100,2349412,2,8,4110,2007,NA,2,NA,1,47541056,-122397866,518
"2015-03-19",NA,488000,NA,NA,3,3.25,1310,2008,NA,3,NA,1,47674385,-122374031,382
"2015-01-15",NA,2495000,NA,2004498,3,3,3050,1990,2007,2,NA,1,47624539,-122287912,664
"2015-02-05","2015-02-23",549000,570500,475945,2,1,1380,1954,NA,2,NA,1,47641553,-122360646,847
"2015-03-25",NA,615000,NA,NA,4,1.75,1990,1919,NA,2,NA,1,47560086,-122377878,235
"2015-03-06",NA,1050000,NA,NA,3,2.75,2770,1959,2010,1,8,1,47649179,-122412933,471
"2015-01-08","2015-01-30",350000,365000,321584,3,1,1030,1952,NA,1,NA,1,47511822,-122376914,950
"2015-01-09","2015-02-06",399950,399950,335735,3,1,960,1906,NA,1,NA,1,47552840,-122365460,761
"2015-03-25",NA,449950,NA,NA,3,1,1460,1948,2006,1,6,1,47700892,-122301096,190
"2015-01-06","2015-01-20",625000,703300,633150,4,2,2370,1932,1993,2,10,1,47684650,-122367590,2468
"2015-02-09","2015-02-27",1299900,1299000,578363,2,1,1190,1946,NA,1,NA,1,47663331,-122293503,1318
"2015-04-03",NA,310000,NA,NA,2,2,1050,1999,NA,3,NA,1,47726236,-122314143,155
"2015-04-05",NA,350000,NA,NA,3,1.75,2100,1959,NA,1,NA,1,47526322,-122281437,137
"2015-03-11",NA,519950,NA,NA,3,2.25,1580,1926,NA,3,NA,1,47698352,-122365829,407
"2015-02-23",NA,1495000,NA,1098169,4,1.75,2770,1912,NA,2,NA,1,47647186,-122319618,910
"2015-04-02",NA,499000,NA,NA,1,2,861,2009,2009,1,NA,1,47622383,-122340133,334
"2015-03-14",NA,400000,NA,NA,2,2,1035,1969,1975,4,NA,1,47625398,-122326395,267
"2015-03-04",NA,1249000,NA,NA,4,3,2410,1912,NA,2,NA,1,47584542,-122290080,635
"2015-02-27","2015-03-04",560000,560000,508046,4,1,1470,1945,NA,2,NA,1,47674991,-122392570,709
"2015-04-03",NA,625000,NA,NA,2,2,1530,1952,1995,1,NA,1,47672611,-122263916,474
"2015-02-04","2015-02-26",335000,349000,318896,2,3,1130,1990,1990,2,NA,1,47557915,-122382602,845
"2015-03-04",NA,1295000,NA,NA,2,2,1440,1909,NA,2,NA,0,47679000,-122308456,212
"2015-03-24",NA,705000,NA,NA,2,2,1320,2004,2004,6,NA,1,47631932,-122357847,533
"2015-01-02","2015-02-20",889000,866500,400614,4,4,3080,1943,NA,2,NA,1,47566228,-122379165,521
"2015-01-24","2015-02-27",799950,799950,788759,NA,NA,NA,NA,NA,NA,NA,0,47645110,-122373812,638
"2015-01-18","2015-02-17",379950,380950,356460,2,3,1120,2007,NA,2,NA,1,47578783,-122315195,793
"2015-03-27",NA,384950,NA,NA,1,1,603,2009,2009,1,NA,1,47617662,-122352005,196
"2015-02-04","2015-02-26",335000,349000,318896,2,3,1130,1990,1990,2,NA,1,47558411,-122382628,186
"2015-01-20","2015-02-26",259950,275000,260047,3,2,1530,1961,NA,1,NA,1,47510463,-122272930,1045
"2015-01-10","2015-02-27",1388000,1325000,1415676,3,4,3180,2008,NA,2,NA,1,47637721,-122341455,480
"2015-03-05",NA,269000,NA,NA,1,1,630,1913,1980,8,NA,1,47610172,-122338653,271
"2015-03-27",NA,215000,NA,NA,NA,1,467,1930,1970,3,NA,1,47625760,-122363780,68
"2015-01-16","2015-02-17",399000,427000,405879,2,1,1006,1969,1981,4,NA,1,47625883,-122317817,1406
"2015-03-18",NA,3295000,NA,NA,3,4,4475,2000,2000,5,NA,1,47594397,-122388430,1343
"2015-01-12","2015-02-25",410000,475000,324478,2,1,920,1909,NA,1,NA,1,47549901,-122268845,515
"2015-01-02","2015-01-30",425000,436000,458401,4,1,1200,1908,NA,2,NA,1,47537220,-122381595,1156
"2015-01-30",NA,1519000,NA,1329681,3,2.5,3360,1924,2006,2,12,1,47574124,-122282470,896
"2015-01-23","2015-02-26",475000,562000,547182,3,2,2510,1925,NA,1,NA,1,47563100,-122366000,748
"2015-03-27",NA,559950,NA,NA,1,2,1358,1978,1978,3,NA,1,47625904,-122365364,473
"2015-04-06",NA,800000,NA,NA,NA,NA,2600,1955,1979,2,NA,0,47665660,-122304630,567
"2015-03-02",NA,535000,NA,NA,4,2.5,2240,1974,NA,1,NA,1,47501114,-122375203,683
"2015-01-08","2015-01-30",350000,365000,321584,3,1,1030,1952,NA,1,NA,1,47511825,-122376922,693
"2015-03-24",NA,675000,NA,NA,4,2.5,1970,1926,NA,2,NA,1,47675495,-122298216,784
"2015-02-16",NA,475000,NA,452910,3,2.5,1810,1997,NA,2,NA,1,47650635,-122385768,298
"2015-03-12",NA,690000,NA,NA,2,2,1990,1941,NA,1,NA,1,47679245,-122302474,315
"2015-01-23","2015-02-12",489950,526000,497403,3,3,1626,2007,NA,3,NA,1,47603090,-122309329,813
"2015-03-28",NA,1295000,NA,NA,4,2.5,2370,1904,NA,2,NA,1,47632625,-122309575,276
"2015-04-02",NA,789000,NA,NA,3,1.5,1400,1925,2007,2,NA,1,47642222,-122303103,374
"2015-03-20",NA,375000,NA,NA,3,1,1250,1944,2010,1,NA,1,47732288,-122304260,458
"2015-03-03",NA,969950,NA,NA,3,1.5,3000,1924,NA,2,NA,1,47582088,-122390190,415
"2015-01-09","2015-02-18",459950,459950,446958,2,3,1730,2008,NA,4,NA,1,47559360,-122284200,122
"2015-01-06","2015-01-26",700000,781000,723266,3,3,2070,1931,NA,2,NA,1,47685450,-122305300,1889
"2015-02-20",NA,345000,NA,317160,3,2,1150,2000,NA,2,8,1,47555152,-122381164,529
"2015-02-06",NA,625000,NA,552418,3,1.75,2620,1948,NA,1,NA,1,47723494,-122358514,695
"2015-03-29",NA,444000,NA,NA,4,2,1490,1913,2010,1,NA,1,47555424,-122269844,552
"2015-03-20",NA,549900,NA,NA,1,1,9710,1989,1989,7,NA,1,47611015,-122344331,497
"2015-02-10","2015-02-26",189000,205000,199505,NA,1,442,2003,2003,1,NA,1,47670100,-122378667,449
"2015-04-03",NA,369000,NA,NA,1,1,648,2006,2007,7,NA,1,47619261,-122326374,251
"2015-02-06",NA,324500,NA,320334,1,1,674,1997,1997,5,NA,1,47609650,-122345520,445
"2015-01-14","2015-02-19",425000,432500,412962,4,2,1500,1901,NA,1,NA,1,47591720,-122295550,925
"2015-01-16","2015-02-27",450000,460000,503499,2,2,1063,1989,1989,26,NA,1,47615433,-122348619,1299
"2015-02-20",NA,319000,NA,281513,1,1,785,1967,1977,6,NA,1,47622136,-122327793,300
"2015-01-08","2015-01-29",779990,799990,599170,2,2,1820,1910,1986,2,NA,1,47685970,-122375550,1209
"2015-02-05",NA,NA,NA,NA,1,1,477,1999,1999,1,NA,1,47617549,-122346248,213
"2015-01-09",NA,827500,NA,737172,2,2,1310,2002,2002,1,NA,1,47612640,-122329238,649
"2015-01-13","2015-03-04",210000,440475,471072,3,1,960,1943,NA,1,NA,1,47645565,-122403228,227
"2015-03-14",NA,350000,NA,NA,2,1.5,1270,1944,NA,2,NA,1,47558141,-122308702,571
"2015-01-13","2015-02-17",428000,428000,286055,4,3,1950,1966,NA,1,NA,1,47543750,-122290618,513
"2015-01-23","2015-02-19",419000,426000,349832,2,2,1353,1974,1974,7,NA,1,47687786,-122267387,571
"2015-04-03",NA,369000,NA,NA,1,1,648,2006,2007,7,NA,1,47619420,-122326480,183
"2015-03-24",NA,NA,NA,NA,5,2,2170,1900,1965,1,NA,0,47587085,-122396301,371
"2015-02-03",NA,1000000,NA,657657,3,2,1640,1907,2006,1,NA,1,47652590,-122370390,595
"2015-01-22","2015-02-25",325000,325000,426606,1,1,813,1966,1978,4,NA,1,47640041,-122276865,558
"2015-03-30",NA,250000,NA,NA,1,1,502,1992,1992,5,NA,1,47617840,-122324900,94
"2015-01-15","2015-02-06",725000,725000,279944,1,1,700,1949,NA,1,NA,1,47701640,-122340818,620
"2015-02-23",NA,550500,NA,569267,2,1,930,1909,1940,1,NA,1,47569431,-122408380,352
"2015-01-23",NA,725000,NA,691032,3,1.75,2560,1952,1999,1,11,1,47713626,-122362621,704
"2015-02-03","2015-03-02",299950,322000,337374,3,1,1380,1944,2008,1,NA,1,47704887,-122338958,914
"2015-02-05","2015-02-27",338500,334000,417083,1,1,670,1942,2011,1,NA,1,47562410,-122393860,1385
"2015-01-09","2015-02-23",629900,665000,686694,3,1,2580,1925,NA,2,NA,1,47577765,-122289048,2304
"2015-04-06",NA,775000,NA,NA,4,2,1900,1927,1998,2,NA,1,47576832,-122411642,429
"2015-02-10",NA,399995,NA,355211,3,1.5,1300,2005,NA,3,NA,1,47690749,-122341522,113
"2015-04-01",NA,699000,NA,NA,2,1,1160,1926,NA,1,NA,1,47648384,-122392112,380
"2015-03-27",NA,NA,NA,NA,3,1.75,1480,1953,NA,1,NA,1,47674880,-122285720,303
"2015-03-17",NA,245000,NA,NA,2,2,902,1987,1987,4,NA,1,47693981,-122353591,519
"2015-02-03","2015-03-02",299950,322000,337374,3,1,1380,1944,2008,1,NA,1,47704888,-122338954,814
"2015-03-04",NA,679000,NA,NA,4,1.75,1490,1937,NA,2,NA,1,47675097,-122288834,99
"2015-03-09",NA,650000,NA,NA,3,2,1810,1906,NA,1,NA,1,47680795,-122359236,596
"2015-03-13",NA,499950,NA,NA,3,2,1520,1901,NA,1,NA,1,47620422,-122294403,523
"2015-03-24",NA,450000,NA,NA,1,1,716,2005,2005,1,NA,1,47615990,-122351140,518
"2015-01-23","2015-02-06",425000,442500,421394,4,3,1970,1960,NA,1,NA,1,47724884,-122298133,1060
"2015-01-16","2015-02-20",620000,630000,655065,4,2,2000,1925,NA,2,NA,1,47578990,-122292900,889
"2015-03-14",NA,650000,NA,NA,4,2,1460,1947,NA,2,NA,1,47669152,-122285461,676
"2015-03-26",NA,339950,NA,NA,2,2,1065,1979,1979,4,5,1,47630170,-122344840,403
"2015-03-28",NA,555000,NA,NA,2,1.75,1017,2008,2008,1,NA,1,47615415,-122351617,98
"2015-01-15",NA,330000,NA,305130,3,3,1660,2001,NA,2,NA,1,47543287,-122293437,220
"2015-01-10","2015-02-17",549950,570000,454788,2,1,1500,1926,NA,1,NA,1,47718620,-122353835,1374
"2015-03-06",NA,475000,NA,NA,NA,NA,3320,1980,1988,2,NA,0,47526725,-122328033,426
"2015-03-16",NA,565000,NA,NA,3,2.25,1810,1919,1987,2,NA,1,47547720,-122392135,459
"2015-04-04",NA,350000,NA,NA,3,1,1210,1941,NA,1,NA,1,47531015,-122372965,409
"2015-04-03",NA,659000,NA,NA,3,2,1786,1982,1982,4,NA,1,47664069,-122396980,363
"2015-02-25",NA,695000,NA,606987,3,1,1690,1926,NA,1,NA,1,47672242,-122293444,778
"2015-01-13","2015-03-04",399800,415000,381432,1,2,807,2009,2009,1,NA,1,47622200,-122339982,510
"2015-03-26",NA,425000,NA,NA,3,1.75,2160,1953,NA,1,NA,0,47572064,-122309325,264
"2015-01-22","2015-02-25",325000,325000,426606,1,1,813,1966,1978,4,NA,1,47640708,-122277097,443
"2015-03-17",NA,300000,NA,NA,1,1,648,1965,1970,3,NA,1,47622070,-122317300,102
"2015-03-19",NA,315000,NA,NA,1,1,724,2006,2006,1,NA,1,47669667,-122387817,574
"2015-02-20",NA,499950,NA,458591,3,1.75,2060,1951,NA,1,NA,1,47563490,-122282424,296
"2015-01-22","2015-02-27",375000,385000,463165,3,2,1440,1918,NA,1,NA,1,47565792,-122383751,974
"2015-02-09","2015-03-02",449000,440000,471365,3,2,1570,1947,NA,1,NA,1,47716598,-122364585,1656
"2015-03-16",NA,NA,NA,NA,1,1,583,1911,1975,6,NA,1,47617908,-122347926,87
"2015-01-13","2015-02-19",525000,560000,559239,4,2,1380,1906,NA,2,NA,1,47658275,-122344284,1980
"2015-02-20",NA,989950,NA,646886,4,2.5,2220,2004,NA,2,NA,1,47660920,-122362503,234
"2015-03-20",NA,425000,NA,NA,1,1,641,2002,2002,1,NA,1,47614670,-122351257,596
"2015-02-20","2015-03-02",625000,704000,458420,3,1,1140,1926,NA,2,NA,1,47682140,-122308940,1039
"2015-01-16","2015-02-24",540000,575700,514773,3,2,1730,1941,NA,1,NA,1,47697898,-122315843,1046
"2015-01-26","2015-03-02",550000,580000,503981,2,3,1810,2005,NA,2,NA,1,47676689,-122301075,835
"2015-04-03",NA,1785000,NA,NA,3,3,2940,1963,NA,1,NA,1,47638207,-122282848,452
"2015-03-18",NA,485000,NA,NA,1,1.5,1030,1940,1950,1,NA,1,47664815,-122304610,509
"2015-01-15","2015-02-27",624990,705000,615015,4,2,2040,1937,2004,1,NA,1,47688461,-122323898,645
"2015-01-24","2015-02-25",248800,255000,243351,1,1,544,1989,2005,4,NA,1,47629177,-122345316,627
"2015-04-03",NA,545000,NA,NA,3,1.5,2540,1964,NA,1,NA,1,47557137,-122394574,489
"2015-03-03",NA,969950,NA,NA,3,1.5,3000,1924,NA,2,NA,1,47582080,-122390185,403
"2015-02-14",NA,795000,NA,644274,2,1,1180,1915,NA,1,NA,1,47602940,-122285236,513
"2015-03-25",NA,359000,NA,NA,1,1,628,1907,2000,3,NA,1,47619506,-122354515,495
"2015-03-13",NA,499950,NA,NA,3,2,1520,1901,NA,1,NA,1,47620750,-122294680,212
"2015-01-02",NA,215000,NA,306444,2,1,630,1928,NA,1,NA,1,47730628,-122343677,404
"2015-03-05",NA,500000,NA,NA,2,1.5,2340,1954,2008,1,10,1,47501970,-122377210,340
"2015-04-02",NA,NA,NA,NA,3,3,3990,2009,2009,3,NA,1,47634239,-122342666,30
"2015-01-07","2015-01-26",138000,162000,164658,1,1,781,1984,1984,3,NA,1,47698207,-122326225,880
"2015-03-13",NA,NA,NA,NA,2,1.75,884,1980,1990,4,6,1,47533247,-122376596,301
"2015-03-21",NA,1195000,NA,NA,NA,NA,6144,1982,1986,3,NA,0,47652116,-122353603,754
"2015-01-16","2015-02-13",516000,583500,474756,4,1,1530,1908,NA,2,NA,1,47674840,-122378584,1201
"2015-03-16",NA,320000,NA,NA,2,2,1150,1984,1984,4,NA,1,47653407,-122369576,128
"2015-03-12",NA,469000,NA,NA,3,1,1430,1949,NA,1,NA,1,47689450,-122369665,504
"2015-01-28","2015-03-02",615000,615000,390995,3,1,980,1904,NA,2,NA,1,47574988,-122288020,375
"2015-02-06","2015-02-25",290000,285000,316772,2,1,890,1943,NA,1,NA,1,47711745,-122314205,108
"2015-01-29","2015-02-26",430000,460000,333551,3,1,1130,1944,NA,1,NA,1,47713119,-122282604,871
"2015-01-08","2015-02-06",225000,225000,208093,1,1,605,2009,2009,6,NA,1,47595256,-122310111,411
"2015-01-06","2015-01-20",625000,703300,633150,4,2,2370,1932,1993,2,10,1,47684650,-122367591,1208
"2015-02-26",NA,NA,NA,386318,NA,1,872,1908,2000,3,NA,1,47612686,-122347905,229
"2015-02-02","2015-02-27",789000,908000,925391,4,2,2790,1947,NA,1,NA,1,47677963,-122272560,612
"2015-01-22","2015-02-23",614905,614905,551618,3,3,2410,1991,2005,2,10,1,47721097,-122309790,866
"2015-01-20","2015-02-13",475000,527200,386952,2,1,1430,1929,NA,1,NA,1,47576755,-122307240,1273
"2015-01-16","2015-01-30",1895000,2300000,1464753,4,3,2720,1962,NA,1,NA,1,47634847,-122289594,2232
"2015-01-09","2015-02-27",309950,319950,332357,2,1,1240,1921,NA,2,NA,1,47526070,-122263690,77
"2015-03-28",NA,508000,NA,NA,2,1,1110,1925,NA,2,NA,1,47558885,-122393950,290
"2015-03-19",NA,324000,NA,NA,3,1.5,1320,1998,NA,2,NA,1,47591152,-122297375,139
"2015-03-13",NA,NA,NA,NA,1,1,715,2003,2003,1,NA,1,47619190,-122356850,401
"2015-01-02","2015-02-19",299950,305000,289666,3,3,1320,2005,NA,2,NA,1,47535995,-122283873,827
"2015-01-08","2015-01-30",245000,230000,222231,NA,1,447,2001,2001,1,NA,1,47616412,-122352299,723
"2015-01-28",NA,NA,NA,351085,NA,1,710,1909,2001,10,NA,1,47610459,-122336608,389
"2015-02-19",NA,350000,NA,279551,1,1,700,1947,NA,1,NA,1,47560898,-122365685,537
"2015-03-26",NA,320000,NA,NA,2,1,880,1944,NA,1,NA,1,47732531,-122351547,113
"2015-01-28","2015-03-02",615000,615000,390995,3,1,980,1904,NA,2,NA,1,47574985,-122288015,929
"2015-01-25",NA,3188000,NA,2858506,3,4,3060,2002,2002,9,NA,1,47624739,-122364229,1973
"2015-03-28",NA,255000,NA,NA,1,1,540,1950,1987,13,NA,1,47609942,-122325657,208
"2015-02-08","2015-03-02",275000,283502,280933,1,1,873,1966,1976,4,NA,1,47639609,-122327990,652
"2015-03-26",NA,519000,NA,NA,2,2,1530,1989,NA,2,NA,1,47675497,-122369875,411
"2015-01-23","2015-02-12",425000,447000,377780,2,1,760,1920,NA,1,NA,1,47544345,-122382247,393
"2015-02-08",NA,510000,NA,473786,3,4,1620,2001,2001,3,NA,1,47669322,-122391125,444
"2015-04-01",NA,324950,NA,NA,2,2,893,1987,1987,4,NA,1,47660976,-122348304,29
"2015-04-07",NA,NA,NA,NA,2,1,1052,1978,1978,3,NA,1,47640307,-122329196,369
"2015-03-04",NA,90000,NA,NA,NA,NA,9000,NA,NA,NA,NA,0,47545430,-122313770,386
"2015-02-26",NA,525000,NA,440630,3,2.75,2130,2010,NA,2,NA,1,47567118,-122289947,795
"2015-01-16","2015-02-17",399000,427000,405879,2,1,1006,1969,1981,4,NA,1,47626244,-122317692,1475
"2015-03-06",NA,1195000,NA,NA,1,1,530,1914,NA,1,NA,1,47684518,-122358963,257
"2015-03-25",NA,NA,NA,NA,2,1,795,2003,2003,1,NA,1,47619043,-122356954,398
"2015-02-01","2015-02-19",439888,425000,433632,2,2,1013,1991,1991,1,NA,1,47632196,-122358605,220
"2015-03-16",NA,290000,NA,NA,2,2,948,2005,2005,1,6,1,47598268,-122302554,345
"2015-03-01",NA,3000000,NA,NA,5,2.75,3900,1958,NA,2,NA,1,47671075,-122256405,1099
"2015-02-03","2015-02-24",450000,550000,598892,3,1,1110,1904,NA,1,NA,1,47646100,-122357265,560
"2015-01-31",NA,299000,NA,277642,2,1,710,1942,NA,1,NA,1,47537841,-122372174,453
"2015-02-05",NA,930000,NA,691143,2,1.5,1404,1905,1985,3,NA,1,47599010,-122334617,851
"2015-02-04",NA,1049000,NA,927997,3,2.5,1920,1997,NA,2,NA,1,47571149,-122408268,531
"2015-03-12",NA,700000,NA,NA,4,2.5,2770,1993,NA,2,NA,1,47553554,-122383300,301
"2015-02-25",NA,750000,NA,618422,4,2.25,2640,1956,NA,1,NA,1,47528417,-122390976,726
"2015-03-19",NA,NA,NA,NA,2,2.5,1960,2008,NA,3,NA,1,47674392,-122374133,235
"2015-01-24",NA,1500000,NA,1207335,4,3.5,3520,2003,NA,2,NA,1,47576271,-122417130,1258
"2015-03-13",NA,290000,NA,NA,1,1,721,2001,2001,1,NA,1,47615570,-122352356,233
"2015-03-13",NA,1299000,NA,NA,3,2,1710,1909,NA,2,NA,1,47680923,-122291809,479
"2015-01-31",NA,299000,NA,277642,2,1,710,1942,NA,1,NA,1,47537835,-122372170,164
"2015-03-10",NA,575000,NA,NA,1,1,913,2008,2008,1,NA,1,47606235,-122332054,166
"2015-03-13",NA,NA,NA,NA,5,2,2550,1948,NA,2,NA,1,47578417,-122377760,93
"2015-03-12",NA,329900,NA,NA,1,1,618,2002,2002,1,NA,1,47612640,-122329238,278
"2015-01-13","2015-02-03",375000,405200,372388,1,1,793,1928,1969,4,NA,1,47620947,-122314727,983
"2015-04-02",NA,NA,NA,NA,3,2.25,1440,1999,NA,3,NA,1,47677130,-122324580,457
"2015-03-27",NA,399999,NA,NA,3,3,1460,2006,NA,3,NA,1,47700050,-122366720,256
"2015-01-10","2015-02-17",259000,260000,268025,2,2,1088,1980,1980,3,NA,1,47654100,-122374280,378
"2015-03-31",NA,NA,NA,NA,1,1,933,1908,2000,3,NA,1,47613077,-122347224,223
"2015-01-23","2015-02-27",465000,473000,390996,2,1,940,1942,NA,1,NA,1,47648790,-122384954,517
"2015-02-23",NA,745000,NA,694292,5,3.75,2560,1918,NA,2,NA,0,47667244,-122318105,511
"2015-03-22",NA,250000,NA,NA,1,1,527,1969,2002,7,NA,1,47606220,-122324921,54
"2015-03-26",NA,575000,NA,NA,3,2,1750,1956,NA,1,NA,0,47557925,-122383830,350
"2015-04-05",NA,NA,NA,NA,1,1,873,1999,2000,6,NA,1,47627137,-122343277,335
"2015-03-27",NA,425000,NA,NA,3,1,1340,1953,NA,2,NA,1,47701680,-122295200,300
"2015-01-16","2015-01-30",1895000,2300000,1464753,4,3,2720,1962,NA,1,NA,1,47634845,-122289588,2770
"2015-03-09",NA,325000,NA,NA,2,1,770,1982,1992,4,NA,1,47625614,-122360238,426
"2015-03-26",NA,899000,NA,NA,3,1,1560,1916,NA,1,NA,1,47534840,-122380630,351
"2015-03-21",NA,438000,NA,NA,2,2,880,1999,2000,1,NA,1,47621604,-122357109,381
"2015-01-08","2015-01-12",579000,790000,398657,4,4,2930,1905,NA,2,NA,1,47586887,-122311119,1068
"2015-01-23","2015-02-27",698500,725000,656730,3,3,1920,1913,NA,1,NA,1,47623500,-122297790,612
"2015-02-05",NA,235000,NA,215810,NA,1,447,2008,2008,1,NA,1,47615415,-122351617,434
"2015-03-05",NA,225000,NA,NA,2,2,760,1953,1985,3,NA,1,47548280,-122382701,321
"2015-01-09","2015-01-27",335000,370000,334355,3,3,1070,2004,NA,2,NA,1,47561805,-122383645,343
"2015-03-30",NA,619000,NA,NA,3,2,2050,1956,NA,1,NA,1,47532920,-122267206,541
"2015-01-21","2015-02-10",1350000,1465000,1127983,3,2,2480,1940,NA,2,NA,1,47701804,-122381203,2430
"2015-02-19",NA,350000,NA,279551,1,1,700,1947,NA,1,NA,1,47560086,-122365903,593
"2015-03-14",NA,1050000,NA,NA,4,2,2150,1948,2010,1,8,1,47673050,-122282290,462
"2015-03-17",NA,NA,NA,NA,4,3.5,3170,2006,NA,2,10,1,47554609,-122390452,110
"2015-03-21",NA,1250000,NA,NA,5,3.5,3510,2008,NA,2,NA,1,47668970,-122282620,690
"2015-03-26",NA,425000,NA,NA,3,1.75,2160,1953,NA,1,NA,0,47572070,-122309329,585
"2015-01-15","2015-02-12",350000,360000,324962,2,2,1340,2009,NA,3,NA,1,47705337,-122342575,540
"2015-02-02","2015-02-27",789000,908000,925391,4,2,2790,1947,NA,1,NA,1,47677960,-122272555,2692
"2015-03-10",NA,NA,NA,NA,NA,1,499,1928,1950,4,NA,1,47611713,-122310555,255
"2015-03-28",NA,200000,NA,NA,2,1.5,1128,1979,1980,2,NA,1,47692570,-122306740,556
"2015-03-20",NA,827000,NA,NA,3,2.25,1660,NA,NA,3,NA,1,47636268,-122370293,580
"2015-01-27","2015-02-19",795000,945000,777310,3,3,1850,1937,NA,2,NA,1,47674453,-122309951,522
"2015-04-01",NA,NA,NA,NA,NA,NA,3444,1922,1981,2,NA,0,47663175,-122314432,199
"2015-01-11",NA,610000,NA,605125,5,3,2760,1958,NA,1,NA,1,47556550,-122379000,413
"2015-02-17",NA,1395000,NA,1380059,3,2.5,3460,1927,1995,2,NA,1,47635617,-122282954,335
"2015-03-21",NA,639000,NA,NA,3,1.75,1080,1926,NA,1,NA,1,47650373,-122338676,637
"2015-03-12",NA,329000,NA,NA,2,2,1170,1990,1990,3,NA,1,47652878,-122374526,533
"2015-03-14",NA,399950,NA,NA,2,1.75,988,1979,1990,27,NA,1,47613899,-122344040,516
"2015-03-19",NA,287000,NA,NA,4,1,1120,1971,NA,1,NA,1,47549900,-122285484,398
"2015-01-16","2015-02-13",516000,583500,474756,4,1,1530,1908,NA,2,NA,1,47674847,-122378589,965
"2015-01-11",NA,475000,NA,419351,3,1,1100,1950,NA,1,NA,1,47688263,-122281972,336
"2015-03-04",NA,675000,NA,NA,4,1,1420,1928,NA,2,NA,1,47699860,-122318027,485
"2015-04-03",NA,440000,NA,NA,3,2,1160,1947,NA,1,NA,1,47685267,-122293026,663
"2015-03-19",NA,584950,NA,NA,3,1.75,1930,1956,NA,1,NA,1,47650728,-122374716,314
"2015-04-02",NA,494900,NA,NA,3,2.5,2040,2008,NA,2,NA,1,47573010,-122371684,383
"2015-02-19",NA,2195000,NA,996019,4,3,3240,1953,NA,1,NA,1,47727863,-122366851,376
"2015-03-21",NA,349950,NA,NA,2,1,840,1939,NA,1,NA,1,47544435,-122389936,325
"2015-01-14","2015-02-18",465000,475000,435394,2,2,1108,1990,1990,5,NA,1,47630586,-122324572,740
"2015-03-04",NA,NA,NA,NA,2,3,1270,2008,NA,3,NA,1,47701067,-122361668,168
"2015-03-19",NA,414950,NA,NA,2,2,914,1988,1988,2,8,1,47624861,-122295073,451
"2015-01-29","2015-02-27",399950,420000,351597,3,2,2080,1963,NA,1,NA,1,47532172,-122290093,781
"2015-03-20",NA,425000,NA,NA,2,1,860,1952,NA,1,NA,1,47575310,-122394498,228
"2015-02-03",NA,NA,NA,211641,NA,1,418,1982,1982,3,NA,1,47611370,-122312408,142
"2015-03-13",NA,NA,NA,NA,2,2,797,1994,1994,6,NA,1,47620046,-122323800,204
"2015-03-17",NA,995000,NA,NA,2,2.25,1670,2002,NA,2,NA,1,47580955,-122405014,777
"2015-03-27",NA,615000,NA,NA,5,3.5,2950,2004,NA,3,NA,1,47592335,-122298050,322
"2015-01-10","2015-02-11",345000,348000,359690,3,3,1490,2009,NA,3,NA,1,47723348,-122353625,1194
"2015-01-16","2015-01-30",1895000,2300000,1464753,4,3,2720,1962,NA,1,NA,1,47634848,-122289586,1924
"2015-03-31",NA,3900000,NA,NA,4,3.5,4130,1925,2004,2,NA,1,47630431,-122354768,1422
"2015-03-12",NA,525000,NA,NA,3,2,2540,1905,2006,2,NA,1,47526349,-122266013,466
"2015-02-27",NA,285000,NA,217925,2,1,810,1943,NA,1,NA,1,47526240,-122347806,621
